umap1,umap2,pc1,pc2
9.966883,0.28215566,-8.868269,-3.5347595
10.489188,3.5327892,-3.7577076,-1.6763273
10.06283,6.0323086,-1.4437618,1.9273355
10.789911,0.91465443,-6.026081,-0.86512804
5.1039414,2.0509973,-0.3536989,-9.660632
9.396965,6.7435637,-1.0113361,1.7247679
11.1133585,3.6031058,-2.508711,-0.93201387
11.06898,1.8711393,-5.3199778,0.6332625
11.19679,3.1835237,-3.0235887,-0.053147256
1.4989102,7.9347835,1.1047606,1.675104
10.2613735,-0.08692414,-7.6922793,-2.3147988
3.4113607,9.641221,1.910295,2.5332117
9.853226,-0.16594122,-7.5823054,-4.65305
1.4607013,6.8952727,0.578753,0.5770732
10.5622,4.149341,-3.4619637,-0.37493235
10.013835,3.8584008,-4.102312,-0.88966084
9.849799,5.524538,-0.4967206,0.8749553
8.594087,7.839108,-1.5596588,4.120871
10.249421,1.6952811,-5.9139767,-1.5514108
10.256062,5.2876725,-1.5662811,1.0242741
10.492637,1.8960583,-5.6432595,0.57661384
10.772207,3.3993313,-3.5638938,-0.2437188
11.134832,1.3903419,-5.463515,-0.6729286
8.641395,6.8941946,-0.81035453,2.8292794
3.5562866,9.921048,0.23668751,2.6906414
10.992019,3.3777535,-3.6209846,-0.45358342
6.825686,9.628218,0.38012195,3.5361323
9.130943,6.329238,-0.71377236,2.2032342
5.5128546,2.7061327,-5.1996436,5.5011973
4.850999,8.72274,0.4492272,2.8464007
5.9413204,2.4230742,3.3845391,-5.754371
0.68842345,5.4680605,2.568402,0.748276
10.872193,1.5276855,-5.6862464,-0.89357936
2.616329,8.918622,0.37860373,0.26414943
10.900718,2.0529337,-5.0332456,0.4138166
10.934613,0.17967308,-7.349357,0.10565364
10.806016,2.2965019,-4.3199396,-0.2672556
11.221281,3.3375266,-3.6137881,-1.066446
6.117878,9.355796,1.7079375,4.713246
2.6426592,8.431118,1.0627067,0.8429123
10.699367,3.592144,-2.8157108,-0.5458163
10.216315,5.1157746,-2.7785172,-0.064594686
-0.17583102,-0.27575895,2.4807217,-3.2616377
-0.6411626,2.3692918,3.273755,-1.2651047
10.618795,4.599399,-2.8112051,0.6417593
0.4989492,6.2438216,2.1465619,2.1186538
10.472912,1.5514123,-5.4171705,-1.4121509
5.53644,2.429174,1.199218,1.8216156
6.082542,3.432317,2.4477708,0.26561832
3.4669588,9.043186,1.0156924,1.8180984
10.230934,6.154625,-0.8806192,1.3737882
4.459877,8.558628,2.2002718,2.4096813
10.485902,1.1294664,-4.8865695,-2.4653459
10.971488,1.9727998,-3.748537,-1.5271535
3.8412538,8.257586,0.29556578,1.9358282
4.92429,9.739427,1.5624034,3.3916335
6.733943,9.249145,0.29359412,3.6895657
10.761081,-0.1529377,-8.919812,-1.7931298
7.8759775,8.345192,-0.80218023,3.3516393
-0.15494373,5.3955226,3.2230546,0.72089213
5.4917307,9.824377,0.8314577,3.147447
-0.21983865,3.2233875,2.6472328,-1.6772882
4.902295,2.5246866,-2.5114179,-6.448266
0.9861189,6.7057004,2.0092695,0.93572253
7.2916636,8.772896,-0.07798582,3.6045847
10.104209,5.2027693,-1.5855148,0.8942627
10.205711,6.2293406,-1.6163805,2.539486
3.1422577,8.390974,1.5424161,0.9753781
10.500653,0.5065883,-7.690581,-1.1250092
4.309718,9.489378,1.1573482,2.5519586
3.4195523,9.952548,0.9900248,2.0283499
-0.06649379,6.549318,2.7597055,-0.21729416
-1.1284207,-0.1426844,1.6885123,-3.169929
-0.8304595,-0.8944776,3.431528,-4.293763
7.836546,8.620027,0.29983863,3.5152397
9.166013,6.1159954,-1.0768464,1.1810635
0.22736773,-0.057160407,2.207668,-4.452157
9.439533,7.102825,-1.7027082,2.1145794
3.60538,7.955241,1.5055504,1.0220572
10.49247,0.9218916,-6.4861374,-1.4053379
10.44831,6.1909266,-2.054094,1.9316403
4.9683642,9.592296,0.9577422,4.6503367
3.0784583,6.7288585,1.4322407,2.1574955
6.1176443,3.186648,-1.0264308,0.40042678
5.22246,8.923776,0.3221626,3.080277
10.906956,0.95789033,-5.955163,-0.861392
9.003728,6.6633167,-0.6481727,2.618753
10.390276,7.167303,-0.7989542,2.048499
-0.5546452,4.029299,3.133105,-0.53609335
1.9369473,6.591475,0.72142106,0.61349654
10.587147,1.9820862,-4.796696,-0.013425499
1.8519549,7.424832,1.5433073,0.58239985
9.86638,-0.15866785,-7.974525,-4.3849607
7.63827,8.789642,-1.0265622,2.8197227
-1.0668746,0.26482078,2.6825724,-2.8154397
0.047440406,5.3083005,2.847434,-0.3825866
0.82495505,5.4602113,2.5736525,1.6437888
10.413649,2.7821736,-3.6373267,-1.1298243
-0.21723759,-0.68913305,3.0095968,-5.1871495
9.297232,6.9963107,-0.8810465,2.2887506
9.696798,6.504076,-1.132704,0.9314379
3.6315181,9.197844,0.928577,0.36471394
9.665422,6.9641814,-2.037096,2.0857005
-0.5525794,4.8765254,4.894969,0.28792495
0.9017592,8.017605,1.0430759,2.795989
10.4386215,2.284541,-2.9624965,0.3778015
-0.376032,0.28271493,1.1765558,-1.1785673
3.4522755,9.317889,0.99320364,1.8073362
11.086754,2.2788222,-5.5091505,0.9081992
1.2162715,7.211228,2.1744454,0.9462972
0.23922603,-0.10764643,2.8511062,-4.5642433
9.474748,7.806006,-1.0157704,2.3328104
-0.786152,-0.8516597,3.0214992,-4.079084
0.03571895,5.8779607,2.8197653,0.7073475
-1.0645233,4.15189,3.1583128,-0.98964036
5.072787,8.631093,1.336036,2.706201
5.2164392,8.569908,1.4155271,3.3265152
2.9031854,8.681332,1.0602912,1.494746
-0.12904702,5.533552,3.3531404,1.0571095
10.362407,6.773463,-0.9786616,1.8171052
1.8828521,7.010622,1.2236947,-0.16780221
3.3096,9.463771,0.98421514,0.9518963
-0.576381,4.3667884,3.4843504,-0.98283136
4.8126483,9.652482,0.72429615,2.1461067
11.415303,2.7309237,-3.9874682,-0.9155972
-0.261216,1.6125581,4.1092114,-2.1697779
-0.36416906,-0.7799124,3.00765,-4.5489063
1.1538857,6.104302,2.0815363,0.15215132
-0.55516106,4.7141786,2.8729348,0.19861424
5.94178,10.317261,0.052306533,2.7837095
-0.47643557,0.06695075,2.7059748,-3.5542073
11.054538,1.199331,-5.1201954,-1.9462095
10.351499,0.7058611,-6.6279817,-1.0361027
-0.29857612,4.376564,2.8067913,-1.2756006
-0.4075097,4.2729774,2.9748228,-1.0887107
3.1791945,8.201151,1.2225242,1.6597703
10.592521,1.3509864,-5.5232263,-1.838179
0.15837473,3.5698888,4.3488626,-1.6253287
4.3966637,9.584204,1.1325651,2.896721
0.3216312,0.1452486,2.9152596,-3.879939
0.46778497,7.276012,1.2404621,0.01859498
3.2415795,8.144042,0.5658622,0.7638156
10.550981,1.9813884,-5.029571,-0.5322354
8.559543,5.670914,-2.596321,0.75061786
11.035024,3.8867054,-2.9515758,-0.18914711
4.1786404,9.032702,2.1174786,2.18707
0.070245914,3.5040822,3.0967515,-1.8773566
0.11955928,0.26809084,3.4151726,-3.40063
6.753573,8.857177,0.5407046,2.853651
0.30963424,6.5298285,2.316964,0.81686044
10.970461,3.7924833,-3.4978814,0.33634853
0.5529566,5.3756185,2.470447,1.1054255
5.2255464,2.7123528,-1.6019909,-3.9127483
-0.2503473,-0.57313675,2.3741357,-4.4781184
10.461346,6.301015,-0.9476569,0.5307482
-0.4112426,0.14139664,3.0028343,-3.8739834
-0.4766058,5.03224,2.6986144,0.25301677
6.2529187,9.057995,0.75997835,4.746903
-0.51436925,1.199748,2.8744266,-2.1794329
5.956982,10.204232,0.6713473,2.2686288
-0.0055999467,-0.21386115,2.2838597,-4.193204
10.499056,-0.6304231,-8.828827,-2.6476884
10.342087,7.106586,-0.8469706,1.6638463
8.272867,8.712554,-0.16147536,2.9639764
-0.4065922,1.9740682,3.700645,0.25039542
5.062075,2.4394603,0.62688684,-13.301254
-1.264349,4.487537,3.3636742,0.36268917
1.2424946,6.128609,2.1986606,1.0124555
1.0993814,7.0387845,1.2417772,0.9579513
6.996726,8.251155,-0.14915448,2.515202
-1.8457825,2.2531364,4.052532,-1.5154669
0.21453166,-0.15506609,3.0495863,-4.916591
10.60696,-0.29936394,-7.833052,-3.0087461
8.2094555,8.456924,-0.31811255,3.027773
-0.050461214,4.2180815,3.6308284,-0.7885703
-1.5477109,0.24298286,2.3404112,-3.396093
2.876722,7.919969,1.1185765,1.3723922
4.9523664,9.466136,0.45068887,2.837741
6.121762,2.631495,-3.8991022,-2.0629725
10.605496,4.208861,-3.1338704,0.44789004
4.590192,2.480355,-0.33838272,-6.2437406
-0.090367794,3.5006423,5.216824,0.7534517
-0.24883702,0.3943321,3.0334196,-3.3297777
-1.901942,2.86164,3.992093,-1.6109804
-0.4014105,0.9796345,3.4053674,-3.132917
-0.23453458,3.8736753,4.1112213,-1.3545209
-0.69808924,3.3482862,3.5965393,-2.1569028
-1.5658816,3.211662,4.2449036,-1.3664396
-0.7479684,1.2416308,2.9063897,-2.2934966
0.015641322,2.662702,2.9441085,-2.9882588
1.2159694,7.1064134,1.9413283,0.72945726
-0.07875625,0.040060773,2.6334856,-3.7638798
0.051558018,3.28631,3.459085,-1.3765743
-1.6795275,2.3213177,4.0545382,-2.0158792
2.7088919,8.460357,1.104264,1.2651944
-0.9379665,-0.74896866,3.0169764,-4.433253
-0.7925713,2.6686447,4.0554,-1.3040156
1.8540066,7.0334396,1.8940806,-0.642403
-1.2522364,2.6008112,3.444878,-1.7525758
-1.3106922,3.0072086,3.1118412,-3.4656425
-1.0265671,2.5164309,3.3002996,-1.9712161
0.2783049,6.87288,1.7477119,0.8895408
2.164685,7.6687,1.7674725,1.1594776
3.9607139,9.986245,1.368963,2.2735786
0.037114307,6.311819,1.712111,0.9823178
-0.1468432,2.5695312,4.334174,-2.1347542
1.2716031,6.686272,1.1812358,0.32235718
4.828086,2.658138,-6.6474347,-6.654831
-0.6394514,2.5739198,4.006925,-1.0470577
-0.7114027,-0.105528235,2.3728766,-3.1919394
-0.3860103,0.051047493,3.1180642,-3.8081746
-0.1653709,6.6362247,2.647207,0.5182516
0.13561797,-0.40326276,3.0094786,-3.6124434
-0.4227968,-0.15849157,2.6567745,-2.8939328
-0.6813574,2.098097,3.779546,-2.275537
1.3615798,7.8696365,1.467003,0.2076526
1.6686366,8.236663,1.284301,1.4102515
5.405782,9.276776,1.065681,3.1616368
-1.1047821,-0.15614375,2.4168687,-4.2527823
11.491553,3.3007631,-2.6035616,-0.8505877
5.749956,9.364834,0.4533447,3.4282632
10.58445,3.9650753,-4.460741,0.07028437
10.14223,5.9543247,-1.9849479,1.0810344
10.562531,6.4029226,-1.6963203,1.8167907
-1.1902318,-0.13200936,2.1180496,-3.202054
8.695566,6.226942,-1.0019484,2.1090271
10.389768,1.309201,-5.67954,-1.7863888
6.455258,10.141227,0.52171826,3.6846924
0.8981237,7.1850595,1.3199301,0.5079003
9.739844,6.9129896,-1.3087125,1.5963941
3.7434168,9.029742,0.38942063,1.1708665
1.238801,7.170133,1.4780309,0.5566795
-0.24560083,0.77930325,3.1083071,-3.9108343
9.094049,7.872465,-1.1609211,3.1458645
11.421772,3.0583658,-3.3510785,0.31642783
10.239785,1.0011275,-6.51961,-1.3479283
6.0267797,9.714974,0.6097053,3.7662148
8.445237,8.281372,-0.28541094,2.869913
10.310372,6.3235574,-1.5689869,1.5124427
10.387016,3.923868,-3.0310023,-0.87588584
0.82927614,6.701286,0.7689719,0.9165075
11.002026,4.9950438,-2.7987478,0.16650108
6.31736,9.163506,0.7732515,3.1817446
11.241304,3.9295669,-1.5181451,-2.171587
10.619073,1.5058593,-5.5179768,-0.47364658
3.7647777,9.446972,0.95321405,1.4525061
10.255508,-0.16873342,-7.7710853,-3.097633
10.433387,-0.5166316,-7.1495843,-1.6010314
1.7441449,6.7465754,1.5178635,1.3294746
5.520629,9.335789,0.69820005,3.1383443
5.4850535,3.1039393,0.22862783,1.1935737
10.289279,1.857529,-5.560417,-0.25290728
2.3925278,7.815806,1.2465287,1.3808146
10.498784,5.482207,-1.2032471,0.6746038
9.021368,6.6702614,-0.69943494,2.339531
9.139095,7.4778214,-0.7096581,2.6336355
10.509735,-0.24005853,-6.817544,-4.073844
-0.24456528,0.081808895,2.033274,-4.19369
8.385671,8.24614,-0.006982982,3.5563712
-1.1484203,3.7208996,2.3936064,-0.96410084
-1.0491846,3.1728325,5.1625957,-0.42774498
10.0644655,5.138811,-2.0033684,1.6642939
5.906066,3.1851726,-2.475911,0.87918687
10.401608,3.6424541,-3.9556718,-1.100091
0.53297234,6.4204183,2.023632,-1.2803973
9.304611,7.245601,-1.203218,2.4148169
4.6756654,8.7120075,0.4559781,2.8056836
-0.81887084,3.8830204,3.125096,-0.40200204
9.598978,7.0352826,-1.3524773,1.9147226
10.43636,3.3187008,-3.1723857,-0.627766
-0.60163057,0.2146801,2.8689647,-2.7518468
10.460396,6.1782784,-1.5651293,1.3009148
-0.69202864,3.950381,4.498752,-2.5178866
4.423691,9.352714,1.0534137,3.2770329
2.9056625,6.7112193,1.2769623,2.1922622
9.418143,7.6270204,-0.8973655,3.0237212
9.7554655,6.411516,-1.3357663,0.39306587
6.494747,9.475627,0.764418,3.313767
9.731513,6.8318434,-0.78238434,1.9233686
0.25877202,6.248872,2.3416996,0.35320932
-1.8032831,1.5187144,3.5798671,-2.4984422
-0.99296707,1.1923441,3.6951134,-1.5285797
10.85701,1.2276943,-6.3783336,-0.69682705
-0.52697504,0.56479806,2.8777738,-4.4785333
1.0582211,7.1608443,1.7055333,1.1565514
1.1777995,7.099645,0.71394914,-0.87952495
2.9214027,9.397969,0.44834,0.7897843
9.231828,5.6986165,-1.6030095,0.23401326
9.6486225,6.8453994,-1.417481,2.6608963
0.42353725,5.515294,3.1306386,1.4388518
4.2071385,9.336378,0.6645638,1.7954149
-0.62341356,3.0341225,3.546348,-1.9733728
3.6467164,9.3960495,0.8322261,2.3812895
10.039718,5.402416,-1.4850075,1.3541363
-0.039882846,-0.42312872,2.4212024,-5.0251613
10.459609,2.205933,-4.675045,-0.016542703
0.4180431,7.583867,1.1865935,0.8314618
-0.9214218,3.7828178,3.0697834,-0.7527863
-0.7524279,0.6903262,2.9779537,-2.9616766
1.3455808,6.824305,1.7883034,1.0643266
8.033692,7.8411903,0.22166002,2.686131
0.06747519,2.4022372,3.5426137,-0.7277739
2.0848076,6.9261184,1.530584,0.8046957
-1.0663893,2.7767785,2.5859933,-1.7969307
-0.85508776,0.7140972,3.0282602,-2.8411345
4.4928246,8.971313,0.7531884,2.6595325
-0.181533,0.041380424,2.7710135,-3.9218688
9.742082,6.2093177,-1.4381766,2.1350803
-0.8048584,5.2831044,3.1684234,0.18341076
8.978223,7.3974156,-0.39333338,3.044302
1.9174498,6.6483026,1.3234339,0.64524937
2.4744854,8.108862,0.831252,0.63655436
10.717871,2.4572673,-4.946042,0.22767997
-0.19011427,0.7695455,2.719415,-2.4308438
10.2464695,6.767115,-1.1989489,1.554797
10.55671,1.5451285,-6.6321034,-0.16178358
9.401926,6.1774416,-1.3456845,1.9951707
-1.444723,1.319473,2.9800966,-1.6800524
-1.2460932,-0.21789032,3.0528471,-4.08797
3.7461288,9.430831,0.36285678,2.0923343
-1.0902336,-0.5483343,2.146291,-4.1866856
0.20281646,-0.09004817,2.7070696,-4.1980667
9.2594185,5.9962263,-2.3791916,2.3703065
8.388949,5.91007,1.138629,6.536539
6.280337,9.198331,0.8603902,2.571062
10.185435,4.7786045,-2.0194576,0.9941144
-0.13239776,5.8791175,1.8978996,0.34317616
10.521232,4.0588493,-3.72437,-0.23961288
-1.282761,0.31320286,3.3970926,-3.922546
-0.6337925,1.3231348,2.1602473,-3.4451318
-0.9517366,1.5149378,3.5016935,-2.5372
-1.0249435,0.5501866,3.6203046,-4.1413875
10.70626,0.16130766,-7.8133063,-1.5012685
10.65634,-0.48622078,-8.3691845,-2.6046162
-1.4057666,3.553862,4.216694,-0.29360712
5.651721,2.8182578,-8.62971,-8.295867
5.020709,2.9019086,-1.5919755,-9.818482
-0.55755174,5.68473,3.2488341,0.44381645
1.3704742,3.9500983,4.3001804,-0.3944121
-1.2130018,0.05682031,3.3387055,-3.0867233
11.147269,4.2103543,-2.146595,0.48190853
3.0738943,8.526528,1.0833349,1.4505901
-1.1039205,2.8422132,2.731106,-1.0117851
10.007732,7.350588,-0.5144381,1.878598
6.190651,10.293823,0.9960679,3.4800677
3.1938279,7.9385643,1.7752559,1.482643
0.07841403,-0.15681733,2.8659592,-4.0608716
3.006335,8.859991,0.32806736,1.483917
-0.11222753,6.5121875,2.1535833,0.19156319
-0.13727732,0.6622809,3.2945337,-3.4792185
0.20538348,6.5171022,2.1397538,0.43278855
-0.85973334,2.3299491,3.3137774,-2.0497775
-0.73619545,2.3847833,3.5811398,-1.5468625
4.056949,9.357861,0.72288144,1.2065454
5.8041697,9.780708,1.0051395,3.7898016
11.129582,0.8283156,-5.9276752,-1.6599764
-0.5790669,3.6061716,4.154241,-0.7573497
6.027038,9.131034,1.3391215,3.0058322
3.4028583,9.250631,0.71792215,1.2017989
9.86486,7.5899763,-0.7746108,2.5196352
-0.09042878,0.14448674,1.970248,-2.211391
10.002043,6.0880103,-1.4199741,1.5997312
9.473386,7.7616086,-0.14783156,2.6417031
4.0620403,8.231997,1.8898015,2.8867917
10.8298,1.2110045,-4.890784,-2.6861444
0.075883046,3.8707294,3.942725,-0.63526475
5.7369933,9.793187,0.8612064,2.4485552
0.41082516,5.959947,2.197161,1.631453
8.435369,5.1550794,-2.291963,-0.12535292
7.5561414,8.67368,0.065895915,4.8640723
6.660411,8.968091,1.0809715,4.1615667
0.29199472,4.2588177,2.5534086,-1.0766534
-0.6587016,1.995229,3.3433397,-2.3906631
9.082654,6.891057,-0.6886166,2.038795
-1.4843899,2.3756418,3.3369174,-1.7227343
10.068569,5.4758644,-1.488421,1.5740373
-0.97635347,2.0298998,2.7559323,-3.9538069
10.8567,3.436255,-3.7184258,-0.31154013
8.877756,8.167809,-0.19886005,2.7202477
11.191855,1.4508725,-4.8689156,-1.506662
1.6015495,7.5814624,1.2728577,1.2284099
4.82774,9.471034,1.4383689,3.053759
1.1777823,6.2245994,1.8435526,0.71570903
10.815225,2.5262313,-4.3300776,0.31816214
4.363438,9.559974,0.930493,2.588863
10.132491,7.3075333,-1.1731458,2.3423584
10.886085,4.366393,-2.7157602,0.01107797
-0.843974,1.2865514,3.4829051,-1.0168084
6.3164873,9.323476,0.46046555,3.1435733
10.352461,6.1383443,-1.403048,1.3403838
5.8724904,9.485056,0.5047333,1.8662927
11.079224,3.7238243,-3.0678918,-0.0042262673
10.5296955,-0.62433887,-7.8937,-1.9521192
-0.3149707,1.1708734,3.1192496,-3.1325636
0.21300304,1.1118203,3.5204298,-1.5960988
-0.6428335,0.11640722,2.5547724,-3.69871
1.8695459,8.578695,3.414518,-0.3051203
10.743941,4.532776,-2.2419465,0.2227363
4.7599683,9.649428,0.39992765,2.3823202
10.036911,5.539522,-2.2507277,2.3378296
6.9441648,9.0192,0.56654286,4.2950444
5.768879,9.704198,0.3222187,3.9390306
7.1088595,9.540328,0.9752511,3.399578
7.878304,8.499528,-0.07048148,4.224975
3.6394184,8.400366,0.93434227,2.3365142
11.235134,2.9652944,-3.1569118,0.7062202
8.462814,8.182691,0.105202615,3.6571593
6.313639,9.028399,0.45287952,2.3500972
5.9079957,9.012875,-0.06642634,1.7884772
7.437677,8.844369,0.7069528,5.0470843
5.367392,2.4903116,-2.993321,-6.298222
-0.78102666,1.5495446,4.0351224,-2.47639
10.518276,1.3296115,-5.625253,-1.3979405
-0.05852813,-0.08243066,2.6502314,-4.022947
2.9934485,9.017694,1.0573246,0.31026125
5.374679,2.1167204,-1.0087087,-1.9107789
10.279031,0.17219311,-8.834835,-2.5436912
6.167496,2.7894166,-1.0287442,1.7504036
5.5113645,9.112336,0.93507046,5.37286
-0.13364965,3.3030612,3.8371365,-0.23614752
-0.53733957,1.0227648,2.738749,-2.5710902
7.292175,8.382132,0.57037216,4.4434476
-0.21271357,3.9499736,4.447516,-0.17492068
-0.64935344,1.2987999,3.1959777,-2.6862803
-0.97995806,1.023148,4.1303816,-3.2497668
1.4205325,7.281003,0.7451535,0.19067943
-1.3012085,3.2093513,3.5359743,-1.9598328
0.9058132,1.9913039,3.4859576,3.7164073
0.61848295,4.1810923,3.2591624,-0.097034514
5.2804775,2.0171356,-5.2362027,-6.3437405
6.4999967,8.697447,0.6831954,5.2239733
-0.5664555,2.8670695,3.1542492,-1.3380066
-0.2598482,3.9102933,4.1031785,-0.61964655
-0.3437741,3.1576219,4.6877236,-1.1779579
5.715118,2.75152,-1.5403688,-11.517721
-0.67065185,4.653647,3.381727,-0.5761255
5.489419,8.822533,0.5288384,4.533481
-0.89355636,-0.762968,3.1022778,-4.067449
0.94161576,5.948012,2.1439142,0.8645407
-0.5036001,-0.6099502,2.2690797,-5.656553
6.468656,8.9421215,0.42005637,3.6352339
-0.57633024,3.174499,3.3849304,-1.4455695
1.0528866,5.6886067,1.8868618,0.88904643
0.48794422,5.888561,2.4863877,1.1771086
1.0200076,7.142918,3.1129289,-0.1822089
-0.20493792,0.97226965,3.83681,-2.3779888
-0.7390951,1.2897128,4.395079,-2.9406762
-0.87009996,4.2391953,3.5468793,-0.15485531
-0.263921,3.9112995,3.7850332,-0.1906398
1.3657808,5.864737,1.3548288,1.1401856
2.8955061,8.010812,1.6761374,1.3131962
-0.42695794,2.6230013,2.0660782,-1.0504136
-0.7001014,3.757176,3.0363944,-0.74412155
-0.2939428,-0.8975257,2.860773,-5.61292
-0.85568845,3.1368523,3.703674,-1.1715641
-0.7512277,1.1263661,3.35103,-3.0990033
2.8263655,7.582148,0.98616874,0.74999964
0.4431952,6.863285,2.069615,0.382748
0.8787997,6.040324,3.3690693,0.46780413
0.037078224,4.6478567,3.0866396,1.12714
5.514817,2.3783686,-4.687906,-5.997174
4.2497234,8.854131,1.1935117,1.6150855
10.571675,0.94273204,-6.111507,-0.33181578
5.0888457,8.747244,0.5445545,4.273643
5.3601966,9.065418,0.8828873,2.5386386
8.805793,6.8663816,-0.26840782,3.0427098
-0.100783326,1.0679885,2.490495,-4.503749
-0.043111775,0.030185515,2.6574218,-2.396996
1.0980898,6.353045,2.4165597,0.5681159
10.306155,-0.07941885,-9.40541,-4.727306
8.825916,7.2368383,-0.54095834,2.8827863
5.0564356,2.1301641,-6.8410606,-4.651284
10.947849,1.7103878,-5.871059,-0.13283455
10.212724,6.002509,-2.0676048,1.0589168
9.209404,6.26727,-1.7809472,2.5949297
10.207166,4.066689,-2.3391087,0.19721258
2.2353575,8.482658,1.657428,0.47481397
9.063675,6.220143,-1.3069661,3.0692372
8.252086,5.69198,-1.4301949,3.5777898
8.468697,6.7818546,-0.116891146,3.7019367
10.588636,4.2351537,-2.6517384,-0.3416562
10.346547,1.0642276,-5.5410085,-2.3380995
6.4372573,3.433833,3.0368268,0.6416148
-0.41228884,3.823254,3.6354132,0.03756115
10.409956,3.2563767,-3.071596,-0.16866791
6.883358,9.583899,0.21668395,3.6378756
7.3068542,8.078846,0.046647012,3.9695315
11.310555,1.8525077,-5.573812,0.41350362
10.595218,3.7469242,-4.376848,-0.17671287
8.989936,6.979994,-2.1669183,4.1848373
10.653322,6.5273204,-0.9892463,1.0674145
10.400239,1.5825734,-6.714739,1.5767733
8.904937,8.3178005,-0.87506217,2.6740346
10.384118,4.8308682,-2.8900366,0.8175289
6.9226584,9.097003,1.5354087,4.361378
10.650138,-0.5527286,-8.619614,-2.2179236
10.169304,0.10352838,-7.4249835,-1.9077102
10.898336,0.91985047,-5.1051307,-1.3695393
10.49413,4.9659543,-2.5686982,1.0706614
10.179424,6.344116,-2.0745614,1.6187558
8.631451,7.967944,-0.123399675,3.4170628
6.6015773,8.982173,0.17366204,3.988216
4.6268406,9.147959,0.74695015,2.4712853
10.287156,2.7669306,-5.3007026,0.8544961
10.76143,2.0871985,-4.383989,-0.41105497
10.983525,3.887995,-3.17489,0.92326784
11.040072,2.002571,-5.21531,-0.1318394
10.427823,-0.25362945,-8.835184,-3.830814
6.719401,8.666181,0.94503003,2.6038413
10.412239,3.7542284,-2.8570356,-0.42565137
5.1171784,9.366469,0.6731865,5.1441665
2.9670374,8.912807,0.6279173,1.2632408
6.893538,8.948338,0.850859,4.959884
10.856587,2.331445,-4.793327,0.15516615
10.546071,1.7246982,-4.984642,-0.79989946
5.357267,2.5668898,-3.6285543,-4.450823
4.042668,8.767628,1.0411899,1.960719
4.944336,2.6874104,-2.53325,-7.186732
5.4232106,3.3195512,-7.5421624,-5.9133782
3.9447005,8.280293,0.81695217,0.028060973
6.1442695,9.627112,0.6305603,3.1759005
8.478637,6.6425405,-1.1263044,2.6636534
0.06809614,-0.29684922,1.926842,-2.96427
9.491417,6.881443,-0.2426405,1.9759836
9.110755,7.048575,-0.26636583,2.820181
9.262267,7.6030397,-0.65315694,2.3784423
-0.15888734,5.2132206,2.837538,0.49902344
3.0174139,8.74353,0.92953265,1.6364074
10.76486,3.6520836,-2.8233495,-0.06905699
0.22565332,5.6182904,2.3870444,0.35399938
9.028355,6.478041,-0.9252352,1.8572153
8.402943,6.675188,-0.6710498,3.6202064
-1.2245376,0.79068863,2.1081944,-2.1821532
-0.1957326,4.507554,2.1829805,-1.0871252
0.8394307,7.006552,1.5692632,0.2979349
-0.9485156,4.4558425,2.8821068,-0.5731071
6.3270335,8.962849,0.41134346,3.7966046
1.6251539,6.206867,1.6044357,1.7652003
3.7282493,9.12812,0.9960848,1.3561811
0.31859556,5.902136,2.4943388,0.1630323
0.33250126,0.47407955,2.6768432,-2.701838
2.7960432,7.9397197,0.7336366,1.438457
0.05062473,2.5693176,3.9799442,-2.5973063
8.163084,8.241885,-0.7335418,3.0530558
3.8244863,8.163163,1.0526584,2.0934494
9.125363,6.108029,-0.798008,1.6551573
10.031407,3.6974106,-3.3792868,0.94693696
2.7806597,5.2430024,5.803296,0.05765912
4.355333,9.063971,0.7624937,2.478403
3.9573343,8.529094,0.82132614,1.56539
10.39834,-0.6138552,-8.439423,-2.3568897
0.3330931,6.8371186,1.8698962,0.51461506
4.094253,9.663747,0.78212446,2.330646
9.94486,-0.12830696,-7.1433997,-3.1248546
10.105642,7.2834177,-1.4117239,2.6021013
1.3751129,7.5880494,1.5791415,1.9249537
8.7198515,6.1369414,-0.7984417,1.9015667
9.870578,1.630032,-5.41931,-3.1521406
8.814242,6.1146207,-2.2199519,1.2421689
5.7854185,9.498683,0.47444183,4.003614
4.19569,9.055736,0.7152054,1.964883
0.17295322,5.979787,2.6358893,1.2503209
7.3461256,8.605279,0.35179716,4.8985696
8.765089,6.1914816,-0.6887863,2.487567
2.6738455,7.7006955,0.8296957,1.2658881
6.9196253,8.383964,0.08897811,4.383082
9.936566,4.8164935,-3.037907,1.8298522
-0.22457038,1.2514249,3.4427176,-2.0605412
8.2250805,5.549355,2.4983792,2.0920362
9.954833,0.37773693,-7.429645,-3.2123747
-0.19691294,4.1860147,3.5665755,-1.822671
0.7762401,5.933524,1.8007748,0.14482737
8.44807,6.6809525,-0.51159054,3.0148783
0.019298492,2.5904186,4.330029,-1.8165532
1.032785,6.356661,1.7854266,1.2257633
4.889233,8.761113,1.882278,3.9270205
-0.02449243,-0.28690997,2.0365374,-4.3938947
1.8118858,7.132459,0.9130871,0.42561787
10.973954,0.4500365,-6.3295493,-2.1605988
8.723683,6.530844,-1.1487777,1.6540066
10.123441,6.3449535,-1.2332687,1.6810673
1.4987625,5.770066,1.8305898,-0.0017509758
-0.50386465,3.2824674,3.6227741,-1.3626441
8.527725,6.9809666,-1.0822575,3.0355287
9.336492,6.30227,-0.8781646,2.6280422
10.041616,6.7563834,-0.89089936,1.5180659
-0.10083781,5.31702,1.8716052,0.55039966
