k_lat1,k_lat2,k_lat3,k_lat4,k_lat5,k_lat6,k_lat7,k_lat8,k_pc1,k_pc2,k_pc3,k_pc4,k_pc5,k_pc6,k_pc7,k_pc8
-3.344731330871582,-3.620570659637451,-3.4234988689422607,-7.474886894226074,-3.6983237266540527,-1.8903868198394775,4.675946235656738,0.9213297367095947,1.4197440225942586,-2.4234881374412356,-1.838960062469713,-1.817790573521238,-5.836105453401693,-0.22788854503491685,-0.8776616417739085,-8.90474816685195
1.0017098188400269,-4.633230209350586,-1.0455795526504517,4.951879024505615,0.964374303817749,-8.75956916809082,-0.5772779583930969,7.438964366912842,-4.385687568238252,-5.8220000002485435,3.8768238025305877,-5.76466906721072,-0.261890558928485,6.204076957292479,3.2947470379746604,2.7419850476883063
2.758542060852051,-2.8567023277282715,-6.488734245300293,5.055119037628174,-2.516551971435547,-5.770724773406982,2.3634231090545654,-0.7818688750267029,-2.2694831366226706,-2.903822728650199,-1.195639389537205,-3.7729223466967525,-4.971970685818091,-1.1618095050560733,7.009523988564205,3.2207733072846896
5.663774013519287,-4.9020466804504395,0.6997788548469543,2.9293761253356934,1.4876201152801514,-5.069105625152588,7.937417030334473,-0.061395805329084396,0.1746579798004509,-7.004565500138596,2.127324222212917,1.2318018585540567,1.1468369947781434,-0.9145445043219071,8.90595946023152,-0.8968447820234369
1.5979335308074951,-6.06990909576416,-5.731220722198486,3.538769483566284,5.056639194488525,0.29872575402259827,-6.707025527954102,-0.029787946492433548,-1.6903061122118825,-1.0514557265844573,-5.937883680882875,-7.994860682322823,4.754292262022859,-0.6030449228773986,-0.05397854127222712,4.860631928750808
-1.4434047937393188,3.8870790004730225,-6.768895149230957,-0.457405149936676,5.167325973510742,-6.753718852996826,-1.1924574375152588,-0.2849084436893463,-1.4449251670991647,-2.5513034747040413,-7.433576634067528,1.068450462593506,-3.9991763165047027,5.860936872685743,-0.2195384279951038,4.127038960331252
-1.1993345022201538,-1.4588546752929688,0.18512225151062012,1.4179110527038574,7.67959451675415,-6.687632083892822,-2.2838592529296875,0.04008788987994194,-2.2941924443880595,-6.8322309469722065,-3.03184504972703,0.4534332840593538,2.490770796243041,3.9455983417818494,-2.0898667362955505,4.325132707899415
1.7111517190933228,-8.025104522705078,-3.5176892280578613,1.6609349250793457,3.751429557800293,-0.41939017176628113,1.8708938360214233,4.425482273101807,-2.6111347240165412,-3.1029492694027736,-1.8536025269984129,-5.76622081415866,4.497375600909259,1.318461074968916,4.331086728626068,-2.7695227692990034
0.4009033143520355,-6.168100833892822,-0.4278963804244995,-0.6553292870521545,7.391716957092285,-0.043993741273880005,3.5998916625976562,-1.664687156677246,-1.0621437872569,-5.564193920337061,-4.509064751282871,0.6818408056866703,5.782103507292367,-1.5147271210330602,1.7261967945050074,-2.7873134149124006
-5.391988754272461,-2.0285744667053223,-1.2219291925430298,4.277129173278809,1.9498398303985596,-2.616161346435547,1.6407361030578613,1.4995348453521729,-7.2087067377070575,-1.9857384847448047,-0.326919466536582,-0.08121846214577744,-0.43554793823112803,0.5358366261042198,-0.6421858335887509,0.14563047520052796
-1.3979196548461914,-2.6066362857818604,1.412521481513977,0.07787813991308212,-4.579939365386963,-0.5280613899230957,-3.225099563598633,-1.7981213331222534,1.1020980367985942,-0.17090344810450375,2.508563010139116,-3.0342822121519357,-2.20303118454928,-3.9502826674178673,-3.706844928841438,0.9486289593095953
1.555410385131836,-0.7667669057846069,0.8854208588600159,-2.295142412185669,1.5426150560379028,-2.4072470664978027,0.7531005144119263,-1.9135048389434814,3.0385412285259132,-3.199842739161652,-1.0838821127199059,1.3992577705881373,-0.02883069230300883,-0.2959809503394637,-0.4595300122354249,0.0766233911961538
1.8583914041519165,-0.886479377746582,-0.9158652424812317,-0.6103960871696472,-0.7400779724121094,0.015854714438319206,-0.9408025145530701,0.5020084977149963,2.2276789958593395,0.5837618483997611,-0.19962218135472604,-1.7168961842084305,-0.10902835331878818,-0.1765580848232337,0.18190900439828295,0.3552312995524851
