lat1,lat2,lat3,lat4,lat5,lat6,lat7,lat8
-1.2495638,0.40993732,1.4298317,1.7756823,-1.1578847,1.284438,1.4424369,2.0491855
-6.8419504,-1.5208248,-16.328028,0.1554687,6.9261966,8.0894785,-8.937118,-6.099957
5.080222,-7.6463346,-2.0595279,10.629569,-7.055031,-1.1276875,-5.8493404,-5.3793397
-0.38285258,-1.4942896,-0.5479054,-1.8638978,-2.027781,-1.7613482,-0.82936984,-0.09875573
-3.8866029,4.6727796,0.15754928,2.117693,-6.8372917,0.6964172,-2.764194,-1.350358
-6.6435704,2.4347236,-8.348453,-1.5084227,3.981253,-15.009427,-0.56535506,2.6674213
-5.2233977,2.4186578,-4.131739,-8.404718,4.93376,0.96715045,0.58849806,-2.0608468
-5.258583,-2.9621778,-1.942749,3.030843,1.760625,-3.0059204,1.589091,2.6668277
1.0333596,-1.1238023,1.6738077,-2.6649272,0.56794953,-1.0750375,-0.77118635,-0.44575042
2.0187972,-2.1864295,-0.6547022,-1.7340161,-0.15604426,-0.9868063,0.10304942,0.28226677
-4.304359,-1.6455796,-1.0535965,2.8887022,1.2718631,-1.7986007,1.63607,0.9627893
2.8723786,-0.11373789,0.26557618,-1.8781321,-0.74480224,-1.4256706,0.6985281,0.7090343
-1.300965,0.0051305667,-0.4997269,1.8579811,-2.408332,0.69009846,1.7287219,1.2314092
2.7536423,-1.1716397,1.8354583,-0.70458984,0.7710968,-1.8486046,0.3581072,-0.90849257
-2.84622,-0.23617046,-2.2876563,2.829289,1.3977853,-0.8807989,1.4970058,0.3319594
-7.3220687,2.5926986,-1.1539956,5.124144,4.8020463,-1.2989404,2.0596774,-2.287951
-0.5385784,1.4084747,-2.5058017,-0.6623589,1.0129342,2.241213,0.33846778,0.18119399
-5.3931675,-2.7276373,0.14927042,3.319403,2.8467877,-1.805033,0.8311518,1.9279484
-3.9284601,-0.6483113,0.8134927,-0.7265103,0.45374885,-2.8649845,3.0887296,3.8937662
2.665715,-0.093943395,0.54527277,-1.0482945,2.9117136,-2.632828,-1.010284,-1.919722
2.8315463,-1.3071234,1.5844147,-0.89338326,-0.77891886,-1.9777254,-0.909023,-0.7079692
-2.6097414,0.8671093,0.081871375,0.73828137,-2.0045362,-0.24137756,1.9749358,0.86353254
-2.3509662,0.84980065,0.16059674,2.5377538,-0.32293084,-0.16927177,2.7390656,2.7466562
0.8177195,-3.0028517,2.1000528,6.0957727,2.036248,-5.2806463,-2.2651513,5.7849283
-0.9324448,1.7387463,-2.2004342,-0.21124,0.41242585,0.88236606,-2.1303685,-0.10473311
0.97995186,-2.059786,0.002902016,-1.2009917,-0.65302706,1.4973608,0.21153736,-0.6777153
1.5229138,-0.53798753,2.5198526,-2.1183085,-2.012291,-0.93091387,1.0004841,-0.77580583
-0.64473283,1.343274,-2.1500173,-1.7980514,-0.5981424,0.51293695,-0.016301014,1.4966767
2.0454404,-0.04922937,0.26562762,-1.9166498,-1.1224942,-0.47005484,-1.6986101,0.6585785
-4.0571446,-4.708188,6.274783,-0.34833166,-1.1182865,0.081459925,-6.584463,3.5010784
3.5202043,-1.8476629,1.0512109,-0.5496439,-0.1454419,-1.5338848,-0.6674802,0.5151571
-3.7304428,-0.26397276,1.268013,1.9814032,-0.2849308,-1.2189661,1.0000551,1.0649123
-1.8046399,-0.42597198,0.31976914,2.3243165,0.9286212,-0.11860129,1.1702496,0.7980917
1.5182853,-0.188537,-0.5168612,-1.3063731,-0.013821244,-0.4714339,0.39363435,2.5361862
2.260949,-2.3107936,-0.14288977,-2.6491354,0.96257365,-2.2001588,0.59756804,-0.75538224
-1.8525892,-0.48712277,1.9004891,0.793167,-1.0103099,0.40094745,0.63518286,1.1161991
1.9036629,-0.66522866,2.2810025,-1.0714109,0.39958385,-2.9424489,-1.1723894,0.6621478
2.6075127,-0.16426012,1.0136013,-2.8354497,-0.78303874,-3.280462,0.5364693,-0.018285755
-3.4578583,-0.42652315,0.8696994,2.0097136,0.27591735,-0.4028766,1.057528,0.09915112
0.70672333,2.3889177,-2.7289824,0.27309278,1.0994813,0.700694,-0.525196,0.20573775
-0.078618124,3.8265464,-3.58591,-1.9992597,1.3344978,1.8198292,-1.4715246,1.8882787
1.4344082,-1.8129721,-2.3116903,0.28763682,-0.76017284,-0.69423825,-0.45635375,0.88132095
-4.646999,5.0055823,-4.2262917,-8.487375,-3.293386,3.7703156,4.6039424,-0.46686074
2.5899506,-0.4685176,4.902825,-1.6892676,2.0103867,-3.7136095,-2.3224096,-0.28043345
-0.868994,0.6664212,-2.091887,-1.1198145,0.7259314,1.2770774,-0.56368923,0.6972805
0.5909903,1.2220676,-2.6186633,-0.92280924,1.211216,2.1484964,0.76778495,0.98788685
-1.4987788,0.732042,0.9293868,1.5899533,-1.9519757,1.3870351,0.8390005,2.5384126
-3.3735158,-1.9596388,-1.4888792,2.9735243,2.189322,-1.41414,0.5329936,1.6787664
-0.35407984,0.3096304,-0.50813633,0.9843861,-1.4719027,1.485008,-1.5111649,0.3736197
-3.7311687,-2.9205377,-3.9228501,3.807137,-0.68589664,-2.1872811,1.3678322,-0.5290543
0.6783396,0.45473093,-2.528427,-0.26250282,0.99366,0.3552737,0.58771795,-0.62305367
-6.904665,-15.81517,-11.297386,0.9039333,-6.744778,2.9792736,-7.9501853,-0.29784426
2.734197,-1.9007633,1.6713164,-1.1912243,-1.139004,0.03489253,-0.74381757,-0.78118885
3.2766361,-1.7154093,0.347928,-0.9353297,-2.0397162,-1.6471081,0.66586834,-0.061865497
-4.73953,-3.0983932,-1.0362524,5.3155794,2.4778807,-3.5701852,1.5975081,0.54886454
-5.2378087,10.652541,-8.066602,1.5038215,11.731245,-8.459845,-8.222845,-4.9555063
-1.4566869,0.07600944,0.2764464,8.969862,4.361805,-5.3248024,10.726169,-1.8532603
3.2421384,0.5353091,-12.326323,-1.8302495,6.4607887,-4.8659067,5.9540763,-2.9027607
-2.2655098,-0.22409527,0.22569884,0.76810086,-0.5238489,2.861623,1.2005141,1.2738819
0.6176498,2.4306085,-2.1883187,-0.30797628,0.07018644,1.4726732,0.9077162,-0.68009907
0.26836044,-1.7647953,-1.2622168,-0.045034997,-2.3637245,0.53052056,-0.97182196,-1.9817878
-0.040983565,0.74130476,-0.33916283,-0.9686377,-3.6245027,-1.7194963,-1.947293,1.2220329
2.4159846,-2.246831,1.8220309,-1.4329642,0.53896207,-3.3125193,0.017197855,-1.5275637
1.6226274,-0.6101199,0.2807619,-2.3536348,1.4674561,-2.9290874,-2.4641974,-1.0257548
-1.0559032,0.30096507,0.39216846,2.1060553,-0.12454134,1.6417866,3.1912577,-0.7426471
-0.06512879,1.4756192,-0.89993846,-0.4343766,0.52074873,3.5058572,1.1643714,-0.24105494
3.1902537,0.8713101,1.1062158,-0.8305255,-0.38413808,-1.1697865,-0.4308633,0.23333554
-3.2931488,-0.16459085,-0.4289708,4.7897596,0.4565949,-1.5703173,3.1252685,2.2503023
2.5617628,0.40057373,1.912734,-1.2360302,-1.8972359,-2.4144907,1.1145089,-0.41381177
1.3335946,1.9741676,-0.10112479,0.57176536,-0.44981882,0.18603478,1.5227733,0.36882678
-1.696697,-0.8628711,1.071737,-3.086847,1.4402088,-1.2072843,-8.209569,0.5563266
-0.15253276,3.1407518,1.962997,-0.22593367,-1.3894686,1.314439,-1.6274866,2.3893337
0.7179289,-0.009389721,-0.9804571,-0.87517434,-0.66506875,0.51152354,-0.17217812,0.3666406
-0.69519717,0.40557247,1.1021049,1.2817681,-0.39850608,1.2840741,0.40809152,1.7707065
-1.1029674,0.19622518,6.989483,0.7667969,-5.3945656,-4.1856422,-2.5451407,-1.4358606
-2.3015397,1.1067818,-2.9774845,-2.8725998,4.4978986,-0.16823941,0.053584732,-0.35884067
-5.4274096,-0.79299337,-0.13410954,4.1860833,0.5719497,-3.2020466,2.729189,2.2838533
-0.07008411,0.7513,-1.8642875,-1.5228821,0.5789863,0.17690603,1.523005,-0.32040358
-7.1603155,-2.7036247,0.36767924,6.8069134,1.3265901,-3.801776,0.25278255,1.3287842
-4.8281083,2.9741948,-2.2643495,1.8871012,-2.6311712,-4.677202,-0.029980041,2.8630598
1.3843933,-1.5981704,1.1962876,-1.2065945,0.93322384,-3.954413,0.9243042,-1.3575897
-0.22384697,1.4030576,-2.266587,0.6575097,-0.11422606,2.4151945,-0.152976,-0.46385658
1.1355675,-0.92233425,-0.81747776,-0.48921388,-0.84644556,-0.185068,-2.1167653,0.73715466
-1.3307809,-0.8100539,2.688671,-3.7842093,-1.3436052,-3.9157116,-5.072156,-1.573087
-4.0496864,-1.6781772,-0.9938536,1.7522448,1.5951703,-1.2740571,0.6589881,1.3434567
-4.04947,-1.4580239,-2.9179168,2.5430071,0.17358556,-2.0945444,2.2120104,2.4630463
-2.5966122,-0.42614555,0.5595551,2.517937,0.8991227,-0.8413656,3.2257583,-0.106680155
-1.1526507,-0.2234531,0.29187226,1.0441794,-0.71667707,1.4472895,0.18633848,0.12605208
-0.37277994,3.308274,-5.847263,-2.9445562,-0.64431775,2.9986234,-1.2682773,1.0874273
-1.429656,-1.425795,0.85139036,1.9868907,-1.151298,1.8326471,-0.7385626,0.4529268
-0.9798773,0.07650213,0.4697454,1.7715024,-0.8827759,-0.4812684,1.7355732,2.916101
0.112164885,-0.05693172,1.7162364,2.7303562,-1.4613923,0.6828971,0.3250492,2.5762632
-1.0227959,1.448776,-1.3492149,-0.47176725,0.4583762,1.053444,0.0216619,-0.5409739
2.3832889,-0.50875795,1.66616,-2.2010427,-3.3630645,-2.0323176,-1.7236238,0.5982616
0.36188692,0.8745607,0.67108816,-3.7336004,-1.5724677,-0.13555099,-2.1867354,2.2664754
2.860819,-0.085998744,2.4437888,-1.5617217,-0.42299983,-3.3349721,0.28524435,-2.501186
2.0118077,-1.4020154,0.34973985,-1.5622525,-0.46013466,-1.7099391,0.78724194,1.8970445
0.37092215,1.9296396,-2.8299062,-0.64573157,0.84840107,1.2956194,1.871525,-0.403657
0.57907623,1.7923266,-2.4738653,0.2563531,0.53849006,2.1679237,-0.06303675,-0.12495537
3.540996,-1.84669,-0.15459432,-0.16324186,-1.3246776,-0.02911857,1.6546855,0.7358334
0.9320967,-1.6698499,1.1672525,-2.4181812,1.7769895,-2.1418996,0.90338445,-1.8213248
-1.537824,0.25134677,-0.7397798,2.2653227,-1.3295232,0.9705164,1.3046745,2.9077194
0.62527615,-2.2548015,-0.9208851,-0.09780473,0.1904724,-0.54304826,-1.1280819,-0.8214072
1.1216062,-3.089268,0.12022799,-2.8026106,1.3213826,-3.5952027,0.96076316,-1.3418602
-0.53101707,0.9847416,-2.6351366,-2.2590587,0.99024165,1.475987,1.0765097,-0.5917652
-0.055563703,-0.48402172,1.7118101,2.4458914,-0.92016613,1.5675966,-0.52494335,1.1484476
2.0309484,-1.399681,0.8876206,-1.079664,-1.1835063,-1.4118567,1.1600943,-0.7495807
2.7315292,-1.2632874,-1.1827426,0.046070114,-1.0873697,-0.59624386,-0.7705132,0.49851462
2.5127888,-1.3825872,-0.30216026,-1.3207141,1.2681711,-3.9486732,-0.31800994,-1.3972758
1.70639,-1.0580252,1.769895,-0.32542172,0.22706272,-3.1918416,-1.1201416,0.00051330775
-0.40148407,2.9495428,-2.0438964,0.7317735,-0.49793413,1.3413701,-2.0357335,1.4446898
-0.6212359,2.2323198,-1.5930765,-0.5013595,0.0018863231,1.7714477,0.28714943,1.0836436
0.6336964,-0.8828152,0.39522785,0.5623202,-0.2566047,-0.892709,-1.0546352,1.1152445
0.20475121,0.60372084,1.2750415,-3.8225985,1.8159945,-2.6646433,0.5519047,-2.0779586
0.29259413,0.54161793,-4.602717,-1.8051671,-1.1398505,1.1706679,0.023448609,1.8400387
-0.20362863,2.3573163,-1.7158918,-3.3646822e-05,2.0054593,0.9196019,-0.8325779,0.95610595
-0.04911749,1.5570558,-1.8978711,1.1997415,0.23778589,2.3278863,-1.7859784,1.8601049
2.1088386,0.5506515,1.3753086,-1.5363865,-1.077482,-2.1500337,1.0478839,0.8507798
-0.91738343,1.6024643,-3.1323895,-0.46528465,0.027857497,0.60600734,-0.76148844,0.22749707
-2.6045127,-0.13042721,0.6804518,2.104044,-0.37629142,-0.7765595,2.1497984,0.42108285
0.433932,0.749614,-1.9806751,-0.11822731,-0.91413915,0.18034115,0.589379,-0.472868
-3.1346703,-1.4155309,-1.95065,3.3994033,0.6231725,-0.8285141,2.4277468,1.817128
1.8877347,-1.5560801,0.43001652,-1.8669294,-1.014614,-0.17630145,-0.69946116,1.3591672
-3.196521,-0.7316872,-1.2366138,3.9475248,-1.0333906,-1.1483772,1.7441485,1.2385694
-0.576019,1.8289247,-1.8125074,-0.39649147,0.81261396,1.0213594,-0.13273078,-0.5976527
-3.268999,0.028500393,-2.4983037,4.4908705,0.45263824,-2.6350462,0.5188802,0.5795611
-0.37658864,0.5790403,-1.5861689,-1.6562912,-0.41492975,0.25847295,-0.7599627,0.22751467
-0.013646277,0.6435724,-3.2904522,0.8636018,0.03407702,0.9939915,-0.7076279,-0.0915395
0.3461684,0.48717505,0.6247374,-2.626341,-1.9935836,-1.8664368,-0.6277424,1.2556214
-1.9081289,-2.756855,-1.7839892,4.1833844,-0.59584355,0.34688458,3.1840265,1.531413
2.1780083,-0.70833516,-1.3143988,-0.5951782,-1.0430313,-0.42427796,0.4120325,-0.1361366
-4.2896295,6.6279993,6.3773785,8.093674,6.219782,-2.8168263,-9.997494,-0.21118982
2.7306116,-0.34265742,2.9120874,-1.603555,-0.579388,-1.141747,2.0273523,0.36174157
0.64517224,-1.1320121,-1.085607,1.3522141,-0.8795593,1.4196545,3.681622,0.6832313
-2.019932,-3.4869132,-2.460888,-7.235244,7.6540456,-2.1534047,-0.3787135,14.549548
2.8757725,-0.017048918,1.6264064,-0.45343024,-1.2405818,-1.362016,-0.026731767,-0.5198454
0.94332266,-2.0034692,0.9811531,-2.6069615,0.94226766,-3.4095314,0.99270034,-1.3977686
-1.187251,-0.16402513,1.0747383,2.2284846,-1.3234715,0.8155717,1.6061633,0.663552
2.1640344,-1.3408905,0.47036225,-0.23166507,-0.08669868,-0.19021289,-0.87673396,0.5054679
1.6414046,0.96795076,1.1016061,-3.3424034,-0.9465451,-3.4940856,-0.071599014,-1.2727214
-1.4441112,-1.4173621,-0.123510756,2.064697,0.17937002,-0.1799976,2.4980948,0.15823337
1.1254717,2.0643246,-2.5836306,1.4361761,0.27414203,0.14827004,-0.30950126,-0.5948102
0.96395105,2.5305183,-2.420304,0.4366842,-0.72332394,2.4109175,-2.0975869,0.66321844
0.0680444,0.49036723,-1.1654296,-0.026954971,-1.836222,0.24060506,0.04633654,-0.5360943
1.3256556,-2.2951446,0.77119654,-1.9683535,0.6991054,-2.359917,0.83731705,-2.724463
6.7906404,-4.655462,-3.4498966,1.2636882,-0.7175847,-3.5813158,0.38837698,8.954354
1.352396,1.8055226,-2.122101,-0.26201272,0.49051383,1.0319929,1.4652667,0.4251248
-0.64057225,1.1275347,-2.8972826,-1.24469,1.5283252,0.87474453,1.4036517,-1.5457246
0.7527506,-1.6100863,-5.2479463,1.6616129,-8.086854,-4.2515903,1.0572143,-1.637947
2.9374998,-1.9526315,2.3939757,-1.2588418,1.1686155,-1.6956334,-0.44728908,0.98325944
1.2315019,-1.6593571,0.28977656,-2.514924,1.7462612,-3.5119271,0.66979873,-2.1140783
0.115303695,0.5394433,-0.90166193,1.413832,-0.033687174,2.035529,0.17425421,1.2724413
1.0892793,-1.7465818,-0.58036673,-0.89023054,-0.76870453,-0.3585874,0.5814556,0.15716809
2.0925996,0.189934,2.1572354,-1.7913162,0.7818669,-1.6681356,1.0082114,-0.8436294
-0.13612303,-1.7382063,3.3222933,-1.8823795,0.84631836,-2.5060833,-0.030892514,-2.1283622
2.6499832,-1.0429808,0.7473062,-0.2237148,0.0818526,-1.3302172,-0.7670649,1.4327509
1.9724483,0.37896544,0.12757704,-0.8890898,-1.1752803,0.044886395,-0.3845177,1.7474265
1.6514633,-4.8700056,1.8018233,-1.1315126,-4.424147,-5.2716384,0.69187576,2.4306595
1.4045516,-0.5481297,-0.9850641,-0.56025195,-0.61446035,-0.25327924,0.70938236,0.12068878
0.66512173,-0.99130994,-0.6339723,0.13722019,0.10585211,0.4167568,-0.3568359,0.33335125
0.37145215,-1.1890378,-1.3957938,-0.9835768,-0.12632068,-1.337474,1.4942658,-0.27218005
0.32835406,-0.5633713,1.01971,-2.1613488,2.0804353,-2.0010455,1.6185873,-1.5640817
1.8850201,0.9244961,-0.8661647,-2.156492,-0.9809742,-0.118940845,-1.0258512,1.513431
-1.2160339,0.62814754,-1.7648574,-2.5810475,0.28646976,1.5079807,-0.36145577,-0.5333502
-0.17814563,1.1865407,-3.558383,-1.1535882,0.70894444,0.8819536,1.5114316,-0.2986965
2.1417632,-1.5401307,-0.5219209,-1.9440031,-1.4368314,1.1180465,0.09892603,1.4153479
0.910906,1.2861218,-1.6122899,1.3149546,-0.9849529,2.484076,-0.8253249,0.41805962
0.5017817,1.1625018,-1.9740522,0.046630345,0.8826479,2.1168864,0.44444537,-0.2923181
2.352788,-1.1629589,0.34232855,-1.4161472,0.39659008,-1.7063046,0.7470341,-0.31358665
-0.28621745,2.3324172,-1.5859258,-1.1644869,0.09936695,1.3346437,-0.68795514,0.98248136
-1.8806958,1.7769725,1.6595882,2.0339062,-3.6376784,0.43818066,-2.5812345,1.3292402
-4.6460347,8.884925,-9.699667,-5.2367725,-7.8284955,-6.215607,-5.4219522,8.397073
2.3832014,-1.2989653,-0.20005026,-2.850756,-1.2688061,-0.5296548,1.3088993,0.8431861
0.61582077,0.49183804,-0.6336108,0.30070138,0.4028317,-0.36231098,0.2936282,1.3102787
1.3091766,-0.567114,-2.542016,-0.29169002,0.9308224,1.9031682,1.0075188,-1.5929501
3.4982188,-2.219268,2.3198962,-1.2030013,0.29674393,-1.2417188,-0.5900987,0.11333692
0.6641479,0.09877984,0.40259403,0.66273427,-1.2616013,0.9412006,2.1620295,-1.3893474
0.24192245,-1.655689,1.1420155,-4.1159167,2.6583602,-3.2300797,0.27402773,-3.8349974
2.7749429,-0.37539315,1.5900185,-1.9113488,-0.88523996,-1.4200563,-0.5812816,-0.33644447
