lat1,lat2,lat3,lat4,lat5,lat6,lat7,lat8,emb-x,emb-y,pc1,pc2,epoch,loss,c1,c2,c3,c4,c5,c6,c7,c8
1.1396196,1.3545665,-0.99368066,-0.2339634,-0.116557315,0.1617827,0.5877723,0.9183966,2.4195406,8.633059,1.3379092,1.5711234,,,,,,,,,,
1.2980229,-1.1851263,0.020744883,-2.0988135,2.0572884,-2.8347557,-0.6767517,-1.2253793,-0.7390068,0.12671922,2.5919483,-3.2880154,,,,,,,,,,
1.858057,-0.3096093,1.019922,-1.4355489,2.40825,-3.089341,0.6329613,-2.029755,-0.8153015,-0.14178343,2.669969,-3.6390128,,,,,,,,,,
0.28108254,-2.1171167,-1.69987,-0.14445171,-1.6708248,-0.44231296,0.4643633,-0.71439993,1.8936982,7.204957,0.6372735,-0.3263517,,,,,,,,,,
2.0458694,0.8424428,-1.1378515,0.0345793,-0.21246266,-1.0267516,-0.9182344,0.46739832,0.6843706,6.495643,2.0207565,0.643039,,,,,,,,,,
3.548637,-12.482238,2.8808851,1.2297368,-0.49428424,-4.869926,1.9918652,3.4678779,5.593091,2.841872,-0.09224993,-9.066594,,,,,,,,,,
3.2758632,-0.5830085,1.4462771,-0.19214848,-1.6811311,-2.1207588,1.0532832,0.59199953,-1.0743165,3.2519162,2.9974895,-1.2973586,,,,,,,,,,
2.4304388,-1.1892271,1.331,-1.3498999,0.31904158,-1.7264881,0.8308913,-1.1346265,-1.455683,1.4077414,3.119464,-2.3632474,,,,,,,,,,
1.8577856,-1.3354205,-1.4563419,-1.8502356,1.0497386,0.25322825,1.2767444,1.0476485,0.4623484,7.1708117,2.0846033,-0.20963424,,,,,,,,,,
-0.4679792,-2.4571915,-4.174958,-1.2630724,-0.5760343,0.6488861,-0.48963335,0.48331717,3.3513558,8.219975,0.23809046,0.7931872,,,,,,,,,,
-0.06298745,0.48058957,-1.609777,-1.9544287,1.54389,0.0059722047,1.9045329,-0.9096961,3.4606254,9.129903,1.204809,-0.14536577,,,,,,,,,,
-0.23327363,-7.5611677,-7.8760204,2.9720287,3.9061434,-6.5298333,-11.634246,5.272977,5.199624,3.210424,-3.3237631,-4.179707,,,,,,,,,,
-6.160287,-2.0537233,2.6690884,6.10415,3.935569,-5.842796,1.6187592,-0.08996615,10.138428,-0.45144275,-8.428278,-5.864602,,,,,,,,,,
-0.18865786,0.68490076,-0.7756484,0.3074496,-0.12937246,2.4940786,-0.06456656,0.24000867,7.340374,8.631117,0.39451817,2.9394293,,,,,,,,,,
-1.9726533,0.36077946,-0.13573629,1.9324481,0.71016955,-0.40047553,1.3389533,1.1080791,11.0131445,4.034249,-2.4784915,0.52292293,,,,,,,,,,
-1.2510127,-0.27429962,0.8494188,1.1413342,-0.79690933,2.06013,-0.14565477,0.8334775,9.000019,6.982285,-0.7404174,2.2607467,,,,,,,,,,
-1.106032,-0.36731476,0.89060545,1.4382035,-0.7702024,0.67703235,1.7316196,1.252261,10.549261,5.838006,-1.3349655,1.0535629,,,,,,,,,,
-0.44734403,3.6944797,-2.6342378,-1.9886336,-0.85901797,1.8310254,0.08442222,1.2915262,5.1529603,8.694418,1.6258819,4.4272337,,,,,,,,,,
0.5923962,1.264396,-0.13752657,2.2200394,-0.2373634,2.7891595,-1.3436083,-0.42415044,7.814392,8.868486,0.30115592,3.6272922,,,,,,,,,,
0.09600319,-0.78915,1.195704,0.0060743615,-1.2191375,-1.1756233,0.27435058,0.36980474,1.4484972,6.7212358,0.7912338,-0.6673629,,,,,,,,,,
-2.5882921,-1.0900972,0.4708739,2.0587025,1.3833556,-0.06561071,0.7228877,2.9512866,11.13845,3.6710186,-3.381102,0.27174652,,,,,,,,,,
1.458405,1.1636181,-2.304849,-0.9309957,-0.16983591,-0.31357,0.9278788,-0.7518997,2.5158265,9.165834,1.9831285,0.8920032,,,,,,,,,,
-3.38536,0.9788886,0.22672598,0.32871094,-1.7509872,0.5054323,-1.8024395,1.1961282,8.494496,6.4287214,-1.308707,2.3488426,,,,,,,,,,
-1.5356318,0.9699876,2.4706514,1.9324911,-2.07569,0.44544145,0.1109216,2.276314,9.087134,6.37817,-1.2034686,2.1005592,,,,,,,,,,
-2.251217,-0.41895205,-0.24735011,2.1126418,-0.23864236,-0.17323616,1.1370186,0.048330467,10.960017,3.882612,-2.521298,0.41048855,,,,,,,,,,
-0.4121596,-0.14027396,0.98703057,2.181761,0.5321127,0.67534626,0.38063672,1.1082903,10.612352,6.573095,-1.1948535,1.035981,,,,,,,,,,
0.6634561,0.14756311,1.0554222,3.1168935,-1.7996453,1.3018248,0.33233976,1.2113801,9.712138,7.601034,-0.62458235,2.4319897,,,,,,,,,,
-0.9534772,0.21402605,-1.8786066,-1.4223331,-0.5496696,0.24594118,0.36854616,-0.3832517,3.2395203,8.083515,0.7022395,0.9644673,,,,,,,,,,
-0.2930644,0.47418803,-1.0024844,1.0878383,-2.2773845,2.4089425,1.4153712,0.978672,8.4336195,8.178047,-0.32641852,3.4969363,,,,,,,,,,
-5.0199456,-1.0213021,-2.4378817,3.2587297,0.54305506,0.58606464,1.0506456,0.8818949,10.445253,2.0541608,-5.7821765,1.3149612,,,,,,,,,,
-2.7787912,-2.4827511,0.62617,1.1821597,0.5596039,-0.6278504,0.30749682,0.31889156,10.495395,3.5702887,-2.4719439,-1.297099,,,,,,,,,,
-11.158981,-3.365608,0.77666765,1.0050162,-1.4025474,-7.321327,9.92399,9.329,6.87183,2.9972332,-11.677293,-5.3876915,,,,,,,,,,
-0.74006116,1.5407968,-1.371783,-0.20948383,-1.8501651,1.5136144,-0.4566057,0.35857275,6.731267,8.341265,0.6244018,3.260551,,,,,,,,,,
-1.4277457,-0.28924337,1.47476,1.5632548,0.14611532,-0.26606408,3.164503,0.098790795,11.0108385,4.83323,-1.774797,-0.43156004,,,,,,,,,,
-4.5163093,-2.8981972,-0.94800824,3.044965,0.46030107,0.1552678,2.5732095,-0.2440138,10.153674,1.6456602,-5.410045,-0.7274331,,,,,,,,,,
-2.6861234,3.6050026,-2.8093412,-1.1936178,-2.6867833,-0.9271966,0.8170502,7.1631083,4.8408136,8.0174675,-1.5104587,4.2778797,,,,,,,,,,
0.6244475,-2.3179252,-1.3114884,0.44574893,-0.93044794,0.394745,-0.43136117,-0.392634,1.7889463,7.1359754,0.5771675,0.1818842,,,,,,,,,,
-5.889203,-2.3306901,-1.3694351,5.197097,3.2457032,-2.9059772,1.1995356,1.1300724,10.432532,-0.5159546,-8.249072,-2.5663543,,,,,,,,,,
-1.5298845,0.79035664,0.6626796,1.712229,-1.0001495,0.6575003,0.6262668,1.1281949,9.296538,6.113196,-1.4131389,1.8894956,,,,,,,,,,
0.6383236,2.4290476,-2.3046687,1.1893715,1.194343,2.4951434,-1.0915792,-0.14842466,6.0135612,9.896021,0.46462277,3.928825,,,,,,,,,,
0.45397383,0.78606254,-1.176239,1.1636913,1.5570093,1.9431994,-1.2525965,1.2496854,6.56117,9.541445,0.0082966685,2.7139254,,,,,,,,,,
-0.7026526,0.62128747,0.6244091,1.6461068,-0.1413791,0.40878892,0.6246762,1.9596698,10.304846,6.1691856,-1.125356,1.5669506,,,,,,,,,,
-3.875121,-1.4489865,-0.96911234,3.9548821,0.825374,-0.71076024,-0.44753549,2.3605592,10.939567,1.5934361,-5.3498564,0.39615923,,,,,,,,,,
1.1457363,1.5668182,-2.3065119,1.210001,0.2219714,3.3040757,0.22669554,0.09263398,6.2276287,10.256153,0.575729,4.24324,,,,,,,,,,
-1.4035904,1.5156385,-1.5939493,0.42280897,-0.10323003,0.45275185,0.75657266,0.80825853,6.916139,8.198304,-0.88996714,2.0533175,,,,,,,,,,
-2.7111535,-1.8535874,-0.5632875,1.8773408,0.7967354,-0.17705107,1.2936997,0.0028295033,10.715101,3.4157958,-3.1088815,-0.5799099,,,,,,,,,,
-2.7767193,-1.1141365,1.2433153,3.1425073,-0.35409743,-1.7987037,2.147731,1.156923,10.741893,3.8275352,-3.8376842,-1.1531252,,,,,,,,,,
-3.9111462,-0.25912768,1.5659368,4.4790883,2.3317184,-2.0996878,-0.57821536,2.4726362,10.804619,0.52585673,-5.429241,-0.8924054,,,,,,,,,,
1.0030003,-1.023402,-1.1493982,0.24362421,-0.6448442,-0.032507688,-0.630596,1.0312784,0.9308308,7.0409155,0.8789151,0.71052694,,,,,,,,,,
-0.2539531,1.3998256,-1.6650062,-0.39029875,1.8544794,1.7014585,1.409806,-0.18733546,3.8147576,9.901645,0.20551944,1.9379267,,,,,,,,,,
3.3869393,-0.18275005,0.018740326,-0.33346388,-1.8754927,-0.13510129,-0.47427323,2.8449817,-0.19581504,5.5921993,2.9942114,1.4345427,,,,,,,,,,
-1.6969463,-0.91087496,1.3815042,1.7369895,-2.6493058,1.202925,0.07502072,0.8446772,9.230456,6.3105965,-1.2282538,1.7812661,,,,,,,,,,
-7.3674364,-1.6862315,0.0124064535,4.923413,2.562548,-3.178651,0.43821862,-0.52457404,10.123208,-0.33788052,-8.2501335,-2.8585835,,,,,,,,,,
-0.37192842,0.27520752,0.39003193,2.5667226,-1.1149651,1.0987196,0.32109115,1.7143656,9.906365,7.274302,-1.2790213,2.3433204,,,,,,,,,,
-1.6675683,-0.6696905,0.67815703,2.50415,1.1527687,-0.9201753,0.5878782,1.7394774,11.034105,3.882278,-2.7020571,-0.33424854,,,,,,,,,,
0.34201297,2.384905,-4.5711355,-1.473399,6.6301503,-11.705738,1.0767757,0.35511586,4.8465743,2.2493985,-0.4416235,-8.147036,,,,,,,,,,
1.0256662,0.07286234,2.2470477,0.90365756,-2.3480935,-2.6105638,-2.1701524,1.5996721,0.030357093,3.8225403,1.4855845,-0.46410447,,,,,,,,,,
-3.0319467,-12.303094,-2.6960468,6.6313233,4.1513805,-6.11198,-7.5947933,-0.85812205,5.1481457,3.0252354,-7.017344,-8.817504,,,,,,,,,,
-5.8264966,-0.5880253,0.097331926,3.4993863,2.3522081,-3.5150664,4.411908,-0.8128327,10.309924,0.5307572,-6.821761,-3.367393,,,,,,,,,,
-5.0603714,2.1394525,-1.7845604,4.5076985,4.9968095,0.43204436,-0.8221446,0.31741104,11.490703,2.3080206,-6.2842193,1.6749885,,,,,,,,,,
-2.0060136,-1.4908425,-1.0848961,2.5372262,0.03913234,-0.9231098,0.30212873,0.75020975,10.994855,3.266522,-2.9454274,-0.2267533,,,,,,,,,,
-1.2495638,0.40993732,1.4298317,1.7756823,-1.1578847,1.284438,1.4424369,2.0491855,9.767189,6.1372976,-1.4569557,2.1468985,,,,,,,,,,
-6.8419504,-1.5208248,-16.328028,0.1554687,6.9261966,8.0894785,-8.937118,-6.099957,5.202182,3.328169,-4.8012524,7.175785,,,,,,,,,,
5.080222,-7.6463346,-2.0595279,10.629569,-7.055031,-1.1276875,-5.8493404,-5.3793397,5.045813,2.9412684,-0.8265576,-0.64087033,,,,,,,,,,
-0.38285258,-1.4942896,-0.5479054,-1.8638978,-2.027781,-1.7613482,-0.82936984,-0.09875573,2.192742,6.7462153,1.6504714,-1.0565692,,,,,,,,,,
-3.8866029,4.6727796,0.15754928,2.117693,-6.8372917,0.6964172,-2.764194,-1.350358,8.198377,6.103218,-0.8727736,5.548034,,,,,,,,,,
-6.6435704,2.4347236,-8.348453,-1.5084227,3.981253,-15.009427,-0.56535506,2.6674213,4.787776,2.2752628,-5.672657,-8.189006,,,,,,,,,,
-5.2233977,2.4186578,-4.131739,-8.404718,4.93376,0.96715045,0.58849806,-2.0608468,4.158264,8.714401,1.5731115,0.14817223,,,,,,,,,,
-5.258583,-2.9621778,-1.942749,3.030843,1.760625,-3.0059204,1.589091,2.6668277,10.811352,0.18154523,-6.768193,-2.4248266,,,,,,,,,,
1.0333596,-1.1238023,1.6738077,-2.6649272,0.56794953,-1.0750375,-0.77118635,-0.44575042,-0.4160809,1.3506225,3.222812,-1.7880155,,,,,,,,,,
2.0187972,-2.1864295,-0.6547022,-1.7340161,-0.15604426,-0.9868063,0.10304942,0.28226677,-0.12880205,5.138603,2.615822,-1.3699832,,,,,,,,,,
-4.304359,-1.6455796,-1.0535965,2.8887022,1.2718631,-1.7986007,1.63607,0.9627893,10.749306,1.2307011,-5.274105,-1.3709246,,,,,,,,,,
2.8723786,-0.11373789,0.26557618,-1.8781321,-0.74480224,-1.4256706,0.6985281,0.7090343,-0.95449936,3.0210514,3.593583,-0.72335494,,,,,,,,,,
-1.300965,0.0051305667,-0.4997269,1.8579811,-2.408332,0.69009846,1.7287219,1.2314092,9.398616,5.855752,-1.6523881,2.060989,,,,,,,,,,
2.7536423,-1.1716397,1.8354583,-0.70458984,0.7710968,-1.8486046,0.3581072,-0.90849257,-1.5639833,1.5603746,2.9929113,-2.471909,,,,,,,,,,
-2.84622,-0.23617046,-2.2876563,2.829289,1.3977853,-0.8807989,1.4970058,0.3319594,10.859833,2.409721,-4.0781527,0.08168021,,,,,,,,,,
-7.3220687,2.5926986,-1.1539956,5.124144,4.8020463,-1.2989404,2.0596774,-2.287951,10.317986,0.30584094,-8.185099,-0.35832912,,,,,,,,,,
-0.5385784,1.4084747,-2.5058017,-0.6623589,1.0129342,2.241213,0.33846778,0.18119399,4.523792,9.7880535,0.33644822,2.955387,,,,,,,,,,
-5.3931675,-2.7276373,0.14927042,3.319403,2.8467877,-1.805033,0.8311518,1.9279484,10.833892,0.21623339,-6.5043197,-2.20187,,,,,,,,,,
-3.9284601,-0.6483113,0.8134927,-0.7265103,0.45374885,-2.8649845,3.0887296,3.8937662,10.152794,3.9531887,-3.0514092,-1.8891245,,,,,,,,,,
2.665715,-0.093943395,0.54527277,-1.0482945,2.9117136,-2.632828,-1.010284,-1.919722,-1.6095028,0.47480103,3.170443,-2.9300885,,,,,,,,,,
2.8315463,-1.3071234,1.5844147,-0.89338326,-0.77891886,-1.9777254,-0.909023,-0.7079692,-1.0789446,3.0297964,3.5355105,-1.9481262,,,,,,,,,,
-2.6097414,0.8671093,0.081871375,0.73828137,-2.0045362,-0.24137756,1.9749358,0.86353254,9.403447,5.436907,-1.7232425,1.2905661,,,,,,,,,,
-2.3509662,0.84980065,0.16059674,2.5377538,-0.32293084,-0.16927177,2.7390656,2.7466562,10.34173,4.9643655,-3.3998146,1.4264028,,,,,,,,,,
0.8177195,-3.0028517,2.1000528,6.0957727,2.036248,-5.2806463,-2.2651513,5.7849283,5.884716,2.6072814,-3.882269,-3.4181447,,,,,,,,,,
-0.9324448,1.7387463,-2.2004342,-0.21124,0.41242585,0.88236606,-2.1303685,-0.10473311,5.6753573,8.662095,0.4181559,2.5684352,,,,,,,,,,
0.97995186,-2.059786,0.002902016,-1.2009917,-0.65302706,1.4973608,0.21153736,-0.6777153,1.6865151,7.5182304,2.040686,0.36605823,,,,,,,,,,
1.5229138,-0.53798753,2.5198526,-2.1183085,-2.012291,-0.93091387,1.0004841,-0.77580583,0.039054032,3.1416638,3.5483344,-1.1058584,,,,,,,,,,
-0.64473283,1.343274,-2.1500173,-1.7980514,-0.5981424,0.51293695,-0.016301014,1.4966767,3.98095,8.493308,1.0100877,2.2169013,,,,,,,,,,
2.0454404,-0.04922937,0.26562762,-1.9166498,-1.1224942,-0.47005484,-1.6986101,0.6585785,0.26102525,4.8577876,3.62464,0.44423702,,,,,,,,,,
-4.0571446,-4.708188,6.274783,-0.34833166,-1.1182865,0.081459925,-6.584463,3.5010784,5.8455186,3.635369,-0.778403,-1.1201702,,,,,,,,,,
3.5202043,-1.8476629,1.0512109,-0.5496439,-0.1454419,-1.5338848,-0.6674802,0.5151571,-1.4971678,3.9319806,3.2929556,-1.6580476,,,,,,,,,,
-3.7304428,-0.26397276,1.268013,1.9814032,-0.2849308,-1.2189661,1.0000551,1.0649123,10.3113985,3.9556742,-3.3928056,-0.3519184,,,,,,,,,,
-1.8046399,-0.42597198,0.31976914,2.3243165,0.9286212,-0.11860129,1.1702496,0.7980917,11.180358,3.9102945,-2.5736988,0.19248912,,,,,,,,,,
1.5182853,-0.188537,-0.5168612,-1.3063731,-0.013821244,-0.4714339,0.39363435,2.5361862,0.19612686,6.038127,1.8353567,0.46058655,,,,,,,,,,
2.260949,-2.3107936,-0.14288977,-2.6491354,0.96257365,-2.2001588,0.59756804,-0.75538224,-1.124604,0.8760572,3.288828,-3.1877952,,,,,,,,,,
-1.8525892,-0.48712277,1.9004891,0.793167,-1.0103099,0.40094745,0.63518286,1.1161991,9.703122,5.4990134,-1.0427909,0.6780727,,,,,,,,,,
1.9036629,-0.66522866,2.2810025,-1.0714109,0.39958385,-2.9424489,-1.1723894,0.6621478,-0.9446318,2.0874507,2.7861629,-2.490448,,,,,,,,,,
2.6075127,-0.16426012,1.0136013,-2.8354497,-0.78303874,-3.280462,0.5364693,-0.018285755,-0.38651803,2.2769852,4.203166,-2.5426135,,,,,,,,,,
-3.4578583,-0.42652315,0.8696994,2.0097136,0.27591735,-0.4028766,1.057528,0.09915112,10.4145155,3.951386,-3.1890996,-0.12994874,,,,,,,,,,
0.70672333,2.3889177,-2.7289824,0.27309278,1.0994813,0.700694,-0.525196,0.20573775,5.1278257,9.815783,0.7692967,2.57686,,,,,,,,,,
-0.078618124,3.8265464,-3.58591,-1.9992597,1.3344978,1.8198292,-1.4715246,1.8882787,5.1476874,8.75719,1.6071014,4.4266195,,,,,,,,,,
1.4344082,-1.8129721,-2.3116903,0.28763682,-0.76017284,-0.69423825,-0.45635375,0.88132095,0.913335,7.102761,0.8349507,0.06328267,,,,,,,,,,
-4.646999,5.0055823,-4.2262917,-8.487375,-3.293386,3.7703156,4.6039424,-0.46686074,0.958768,1.963302,2.6769152,5.588493,,,,,,,,,,
2.5899506,-0.4685176,4.902825,-1.6892676,2.0103867,-3.7136095,-2.3224096,-0.28043345,-0.6895123,1.899311,4.1966186,-4.125602,,,,,,,,,,
-0.868994,0.6664212,-2.091887,-1.1198145,0.7259314,1.2770774,-0.56368923,0.6972805,4.2533407,8.747889,0.43586946,2.0560205,,,,,,,,,,
0.5909903,1.2220676,-2.6186633,-0.92280924,1.211216,2.1484964,0.76778495,0.98788685,4.3529706,9.881156,0.9689765,2.8439202,,,,,,,,,,
-1.4987788,0.732042,0.9293868,1.5899533,-1.9519757,1.3870351,0.8390005,2.5384126,9.350545,6.3659368,-1.3981938,2.8833647,,,,,,,,,,
-3.3735158,-1.9596388,-1.4888792,2.9735243,2.189322,-1.41414,0.5329936,1.6787664,11.175752,1.2498983,-4.841961,-1.0799488,,,,,,,,,,
-0.35407984,0.3096304,-0.50813633,0.9843861,-1.4719027,1.485008,-1.5111649,0.3736197,7.7130966,8.145215,0.24935511,2.6629143,,,,,,,,,,
-3.7311687,-2.9205377,-3.9228501,3.807137,-0.68589664,-2.1872811,1.3678322,-0.5290543,10.250813,1.9557358,-5.4900627,-1.2937242,,,,,,,,,,
0.6783396,0.45473093,-2.528427,-0.26250282,0.99366,0.3552737,0.58771795,-0.62305367,3.231057,9.660974,0.79705244,0.9377696,,,,,,,,,,
-6.904665,-15.81517,-11.297386,0.9039333,-6.744778,2.9792736,-7.9501853,-0.29784426,5.0378046,3.346089,-5.874336,0.45180714,,,,,,,,,,
